,id,text,created_at,god of war,retweet_count,reply_count,like_count,quote_count,polarity
18723,1601069601403854849,EXCUSE ME BILL CLINTON WHAT    10 show God of War should ve won ,2022-12-09T04:21:54.000Z,1.0,0,0,0,0,-0.05
18740,1601069556554149888,Elden Ring  gt  God Of WarWow ,2022-12-09T04:21:43.000Z,1.0,0,0,0,0,0.0
18749,1601069535309594624,Spend less Smile more  gt  gt  CoreRamsGod of WarBaker,2022-12-09T04:21:38.000Z,1.0,1,0,1,0,0.2111111111111111
18793,1601069451906281472,Whether you like it or not  Al Pacino is now forever a part of God of Wars legacy ,2022-12-09T04:21:18.000Z,1.0,2,1,47,1,0.0
18821,1601069403717611520,Was nice watching the God of War awards,2022-12-09T04:21:06.000Z,1.0,0,1,4,0,0.6
18837,1601069376106811392,God of war fans losing their shit because their game that rolled the entire show didnt win its th award,2022-12-09T04:21:00.000Z,1.0,0,0,0,0,0.04999999999999999
18883,1601069299296247810,  God of War Ragnark brought the action at   winning Best Action Adventure game ,2022-12-09T04:20:42.000Z,1.0,1,0,1,0,0.26000000000000006
18888,1601069296804716545,My vote for GOTY was Elden Ring and I am super happy it won the award  If I was given one more vote  I wouldn t even blink to vote for God of War Ragnarok  Both games are incredible  It is a conundrum that they were both released in the same year ,2022-12-09T04:20:41.000Z,1.0,0,0,2,0,0.5066666666666666
18893,1601069292598054912,  Congrats to God of War Ragnark on winning Innovation in Accessibility at  ,2022-12-09T04:20:40.000Z,1.0,0,0,1,0,0.5
18909,1601069251062038529,Abstract GOD OF WARadsGOD OF WARadsGOD OF WARadsGOD OF WARadselden ringBILL CLINTON,2022-12-09T04:20:30.000Z,4.0,0,0,1,0,0.0
18942,1601069186209710081,The God of War fans are PISSED ,2022-12-09T04:20:15.000Z,1.0,0,0,1,0,0.0
18968,1601069136247132160,Wow genuinely surprised Elden Ring got Game of the Year  really expected God of War to take it  Not even mad tho  both games are fantastic,2022-12-09T04:20:03.000Z,1.0,0,0,0,0,-0.08750000000000001
18979,1601069126142795776,Elden Ring and God of War both deserved Game of the Year  Amazing year for gaming ,2022-12-09T04:20:00.000Z,1.0,0,0,1,0,0.10000000000000003
18980,1601069125979099136,As a God Of War Fanboy Elden Ring definitely deserved GOTY  Not saying God Of War didn t As much as Elden ring isn t personally my taste  I can massively respect the hold and Impact that the game had on gaming for a solid while  Congrats Elden Ring ,2022-12-09T04:20:00.000Z,2.0,0,1,0,0,-0.03333333333333333
19009,1601069073684922369,Game of the Year  GTA   God of War y Red Dead Redemption son tendencia  Gracias,2022-12-09T04:19:48.000Z,1.0,0,0,0,0,-0.20000000000000004
19019,1601069059201593344,God of war Ragnarok should had won the game of the year in my opinion  Nobody came close to this game this year  Highly upset,2022-12-09T04:19:44.000Z,1.0,0,0,0,0,-0.21333333333333335
19148,1601068836501229568,God of war Ragnarok isn t as Good as People thinks  it is just a  10  Elden Ring is much better in everything than god of war  congrats to,2022-12-09T04:18:51.000Z,2.0,0,2,5,0,0.6
19276,1601068632922263552,my only question now is what would the bill clinton rabbi kid memes look like if god of war ragnarok had won game of the year,2022-12-09T04:18:03.000Z,1.0,0,0,1,0,-0.2
19305,1601068590371074049,Islamic Republic executed year old protester   he was a gamer and his favorite game was God of War His execution has other families in a panic over their own kidsmore than arrested so far Be our voice  ,2022-12-09T04:17:53.000Z,1.0,3,0,5,0,0.12916666666666665
19347,1601068509563609088,Most awarded games at The Game Awards 6  God of War  Ragnarok 4  Elden Ring 2  Final Fantasy XIV 2  Stray,2022-12-09T04:17:33.000Z,1.0,0,0,0,0,0.033333333333333326
19399,1601068441179492352,Top story     God of War Ragnark s unforgettable story wins Best Narrative at   Congrats       see more,2022-12-09T04:17:17.000Z,1.0,0,0,0,0,0.62
19433,1601068393011900416,God of War swept  deserved  and is still my favorite game of the year  But what a great year it was  Im looking forward to what has to offer  Man  I love video games so much,2022-12-09T04:17:05.000Z,1.0,5,1,14,0,0.31999999999999995
19453,1601068366084833280,How God of War and Elden Ring competed for,2022-12-09T04:16:59.000Z,1.0,0,0,0,0,0.0
19454,1601068365933842433,here are winners list  God of War Ragnarok took home the most awards ,2022-12-09T04:16:59.000Z,1.0,1,0,2,0,0.5
19531,1601068261403131904,The Game Awards was good  Elden Ring won Game of the Year and God of War Ragnark won a lot of awards  So many great game reveals like Tekken   Street Fighter   Suicide Squad where Batman is in the game voiced by Kevin Conroy  R I P  and Final Fantasy XVI ,2022-12-09T04:16:34.000Z,1.0,0,0,0,0,0.04999999999999999
19635,1601068110219313154,Elden Rng was the rightful winner and has been all year no other game came close The idea that God of War Ragnarok would qualify for this year s Awards after only being out less than a month is asinine,2022-12-09T04:15:58.000Z,1.0,0,0,0,0,-0.12604166666666666
19671,1601068028724408320,Im going to Riot God of War was robbed them niggas literally felt bad for them,2022-12-09T04:15:39.000Z,1.0,1,1,2,0,-0.6999999999999998
19672,1601068028669886464,Everyone thought god of war would win we never thought Bill Clinton would clutch ,2022-12-09T04:15:39.000Z,1.0,0,0,1,0,0.8
19712,1601067973149884420,a friend of mine told me this is the game awards repeating again  saying just like how Red Dead lost to God of War despite having more awards  God of War lost to Elden RingHistory repeats itself huh ,2022-12-09T04:15:25.000Z,2.0,0,3,0,0,-0.025000000000000022
19727,1601067952832675840,God of war Ragnarok is one of the best games of all time a masterpiece ,2022-12-09T04:15:21.000Z,1.0,0,0,1,0,1.0
19754,1601067912349224961,God of war ganha de Red Dead Redemption em God of War Ragnarok perde pra Elden Ring em kkkkkkk vai entender,2022-12-09T04:15:11.000Z,2.0,0,0,0,0,-0.1
19767,1601067894993227777,Cope and seethe God of War Ragnark fans  now you know how we RDR2 fans feels when our game was robbed of Game of the Year title in   Congrats to Elden Ring and FromSoftware though  Big W ,2022-12-09T04:15:07.000Z,1.0,0,0,1,1,-0.26666666666666666
19889,1601067715388936194,Just sayin  If God of War won GOTY  Christopher Judge could have DEMOLISHED that kid,2022-12-09T04:14:24.000Z,1.0,0,0,0,0,0.0
20043,1601067536938045440,God of war is a great game but  Elden ring is a beast of a game  was my first souls like game and kicked my ass times but what a game  Well deserved,2022-12-09T04:13:41.000Z,1.0,0,0,0,0,-0.09166666666666667
20057,1601067516838961152,Day   I watched the Game Awards Congrats to God of War winning Best Score Music,2022-12-09T04:13:37.000Z,1.0,3,0,8,0,0.3666666666666667
20064,1601067505908256769,And the nomination for who stole my fucking Steam Deck    God of War Ragnarok ,2022-12-09T04:13:34.000Z,1.0,0,0,0,0,-0.6
20145,1601067388878872577,I didnt mind if God of War Ragnarok or win GOTY   but Congratulations to for taking home GOTY  You deserve it,2022-12-09T04:13:06.000Z,1.0,0,0,2,0,0.8
20165,1601067365797482498,Can God of War Ragnarok be with Elden Ring as Games of the Year please ,2022-12-09T04:13:01.000Z,1.0,0,0,1,0,0.0
20173,1601067360172982274,Nintendo and God of war took some massive dubs tonight congrats to all contenders,2022-12-09T04:12:59.000Z,1.0,0,0,1,0,0.0
20208,1601067323229876224,That kid was just a big God of War fan that wanted to take the light off of Elden Ring,2022-12-09T04:12:50.000Z,1.0,0,0,0,0,0.2
20222,1601067308037742592,Fuck You God Of War,2022-12-09T04:12:47.000Z,1.0,0,0,0,0,-0.4
20235,1601067292028456960,God of War Ragnarok is my personal GOTY and deserved every win  but I can t deny the POWER of Elden Ring  Well earned,2022-12-09T04:12:43.000Z,1.0,0,0,1,0,0.4
20272,1601067249120354304,Fuck Eldin Ring  God of War Ragnarok should have been GOTY ,2022-12-09T04:12:33.000Z,1.0,0,0,0,0,-0.4
20298,1601067222767906816,God of war won in every category that makes a game good  So technically its tie between elden ring and god of war ragnarok  GGs,2022-12-09T04:12:26.000Z,2.0,1,0,2,0,0.09999999999999998
20323,1601067199279828992,Elden Ring Game of the Year Baby  God of War and it s fans should just  put these foolish ambitions to rest ,2022-12-09T04:12:21.000Z,1.0,0,0,1,0,-0.4
20371,1601067156686671872,God of war Ragnacock deserved the L Happy Elden ring won  deserved it,2022-12-09T04:12:11.000Z,1.0,0,5,9,0,0.8
20372,1601067154551738368,As someone who played both elden ring and god of war ragnarok i personally felt like god of war should have won goty but I am not angry in the slightest by elden ring winning  I absolutely loved playing both games they were both masterpieces in their own right ,2022-12-09T04:12:10.000Z,2.0,0,0,0,0,0.38928571428571423
20403,1601067104261791744,Elden Ring winning GOTY was obvious  fuck yeah btw   but God of War winning Best SOundtrack over Elden Ring     now THAT s a clown moment,2022-12-09T04:11:58.000Z,1.0,1,0,3,0,0.32
20408,1601067096816975872,God of war sweep,2022-12-09T04:11:56.000Z,1.0,0,0,0,0,0.0
20473,1601067036893143040,Sharing this too confirm that God Of War did not in fact win GOTY and Im tight about it how you win awards in one night and not win GOTY ,2022-12-09T04:11:42.000Z,1.0,0,1,0,0,0.25535714285714284
20511,1601066998683037696,Wait God of War won everything BUT   ,2022-12-09T04:11:33.000Z,1.0,0,1,1,0,0.0
20512,1601066996472639490,ELDER RING WAS BETTER THAT GOD OF WAR,2022-12-09T04:11:33.000Z,1.0,0,1,2,0,0.5
20543,1601066958874607617,Congrats to for almost sweeping with God of War Ragnorok  my GOTY   Well deserved  Also to for winning Game of the Year  So many games to look forward to in as well ,2022-12-09T04:11:24.000Z,1.0,0,0,0,0,0.19999999999999998
20545,1601066957184282624,how God of war beat metal hell singer and it s a rhythm game,2022-12-09T04:11:23.000Z,1.0,0,0,0,0,-0.4
20617,1601066872090214400,rigged god of war shouldve won this is rigged,2022-12-09T04:11:03.000Z,1.0,0,0,4,0,0.0
20689,1601066799352537088,In a surprising turn of events  Bill Clinton won Game of the Year instead of Elden Ring or God of War Ragnarok,2022-12-09T04:10:46.000Z,1.0,0,0,1,0,0.14999999999999997
20813,1601066654737510405,Shouldve been God of War but fair play to Elden Ring,2022-12-09T04:10:11.000Z,1.0,0,0,0,0,0.7
20852,1601066616812294145,God of War Ragnarok won  10 nominations and the game only released exactly month ago On top of that they only lost GOTY to Elden Ring  GGs,2022-12-09T04:10:02.000Z,1.0,0,1,1,0,0.06999999999999999
20853,1601066616761958400,Although I didn t mind for either Elden Ring or God of War Ragnorak to win Game of The Year  I m happy to see that Elden Ring won  Well deserved ,2022-12-09T04:10:02.000Z,1.0,0,1,1,0,0.4000000000000001
20945,1601066545270370304,Game Awards has a pattern  in RDR2 almost sweep the awards except GOTY   given to God of War  same thing happen this year,2022-12-09T04:09:45.000Z,1.0,0,0,0,0,-0.2
21084,1601066411589181440,Tbh why are you guys surprised  Elden Ring is just so much better then God Of War,2022-12-09T04:09:13.000Z,1.0,0,0,2,0,0.3
21112,1601066389984329728,say through hours of the god of war awards show for no bloodborne news ,2022-12-09T04:09:08.000Z,1.0,0,0,1,0,0.0
21145,1601066350218469378,God of War Ragnarok won a fuck tonGT7 somehow won somethingIndies was a setup Xbox  not a single game trailer  No teasers  No sneak peak  Nothing Armored Core coming back and Elden Ring winning were my favorite parts of the show  best game in years,2022-12-09T04:08:58.000Z,1.0,0,3,6,0,0.10446428571428572
21263,1601066241761820673,Worst Game Awards  God of War Ragnarok should have won the GOTY ,2022-12-09T04:08:33.000Z,1.0,0,1,0,0,-0.7
21306,1601066201593307137,Shit is so dumb God of War is so much better than Elden Ring,2022-12-09T04:08:23.000Z,1.0,0,0,1,0,-0.024999999999999984
21367,1601066132315983872,On a more serious note  shout outs to Elden Ring on winning GOTY and God of War  Ragnark for raking it in in general ,2022-12-09T04:08:06.000Z,1.0,0,0,0,0,0.1791666666666667
21402,1601066105308864512,Im surprised god of war ragnarok didnt get game of the year   especially with the amount of awards that got tonight,2022-12-09T04:08:00.000Z,1.0,0,1,1,0,-0.10000000000000002
21414,1601066089957687296,Resumo do  Melhor jogo de corrida  F1   Forza Horizon   Need For Speed  resultado  GOD OF WAR RAGNAROK ,2022-12-09T04:07:56.000Z,1.0,0,0,0,0,0.0
21417,1601066089018167297,My thoughts on that no one cares about but   Elden ring   deserves the win2 god of war   deserves all its awardsAnd   the players voice award was a joke this year both sonic and genshin community sucked Also I think cyberpunk edgerunners deserved the w,2022-12-09T04:07:56.000Z,1.0,1,0,3,0,0.0
21429,1601066081434865665,So Elden Ring won Game Of The Year  I admit I was hoping for God Of War to win but they go their fair share of awards  congratulations to the Elden Ring for all their hard work paying off ,2022-12-09T04:07:54.000Z,1.0,0,0,0,0,0.20208333333333334
21445,1601066064540241920,It blows my mind that elden ring won game of the year God of war is so much better,2022-12-09T04:07:50.000Z,1.0,0,0,0,0,0.04999999999999999
21455,1601066057761845249,Bill Clinton using his Money in the Bank after Elden Ring beats God of War over Game of the Year title,2022-12-09T04:07:49.000Z,1.0,0,0,1,0,-0.4
21498,1601066027424833536, gtnic fans malding  gt God of War sweeping   gt Elden Ring claiming the award it deserved   gthil Spencer kicking himself   gt Flute guy popping off   gt Random kid shouting out Bill Clinton at the end of the show  What a year ,2022-12-09T04:07:41.000Z,1.0,0,1,4,0,-0.5
21508,1601066023372718086,Plot Twist  Bill Clinton Kid was all a phsy op by the God of War team after leaning they didn t win GOTW ,2022-12-09T04:07:40.000Z,1.0,0,0,0,0,0.8
21553,1601065987876352001,God of War  Wins awardsAlso God of War  Doesn t win GOTY,2022-12-09T04:07:32.000Z,2.0,0,0,1,0,0.55
21556,1601065985141706754,resume   God of War Ragnarok  God of War Ragnarok  God of War Ragnarok  Bill Clinton,2022-12-09T04:07:31.000Z,3.0,2,2,26,0,0.0
21567,1601065977906483200,God of War Ragnark Won Rewards so I m happy Elden Ring got Game of the Year  I have nothing but respect GG  I never played Elden Ring Yet but I bet it s a good game Can t wait to try it soon,2022-12-09T04:07:30.000Z,1.0,0,1,1,0,0.17500000000000002
21645,1601065921640288264,Im honestly surprised  god of war  didnt get game of the year,2022-12-09T04:07:16.000Z,1.0,0,0,3,0,-0.15000000000000002
21711,1601065873170522112,F  K GOD OF WAR  ELDEN RING VINGOU RED DEAD REDEMPTION EM QUE FOI ROUBADO ,2022-12-09T04:07:05.000Z,1.0,0,0,0,0,-0.1
21800,1601065812483526656,seeing tweets today have just confirmed that she is the goddess freya embodied in present day  phenomenal woman  actress  etc  shes just one of many things i wont ever stop gushing about regarding god of war  amp  ragnarok,2022-12-09T04:06:50.000Z,1.0,0,0,0,0,0.35
21810,1601065806460489728,That kid wouldnt have rushed the stage if God of War won and Christopher Judge was up there,2022-12-09T04:06:49.000Z,1.0,0,0,0,0,0.0
21819,1601065798822305792,As a God of War fan  congrats to for   Really interesting show here ,2022-12-09T04:06:47.000Z,1.0,0,1,0,0,0.5
21895,1601065745617547264,ELDEN RING GAME OF THE YEAR BABYYYYY  my heart was actually racing lmfao i did not expect anything to actually finesse that from god of war after that shit won like awards tonight and totk being most anticipated  splatoon best multiplayer   hell yeah,2022-12-09T04:06:34.000Z,1.0,0,0,1,0,0.15
21905,1601065739750084608,Well I am glad God of War didn t steal yet another category with game of the year  But still pretty disappointed and bitter over not getting the Best Music win it deserved ,2022-12-09T04:06:33.000Z,1.0,1,1,6,0,0.18571428571428572
21942,1601065716018733056,GG God of War  you can t buy  em all,2022-12-09T04:06:27.000Z,1.0,0,0,0,0,0.0
21967,1601065692580937728,Both and are MASTERPIECES  My is God of War  but Elden Ring has it well deserved This year was amazing for us  the gamers Thank you,2022-12-09T04:06:22.000Z,1.0,0,0,0,0,0.6000000000000001
21993,1601065676437061633,God of War  Ragnarok DOESNT win the but ELDEN RING does,2022-12-09T04:06:18.000Z,1.0,0,0,2,0,0.8
22068,1601065625669210115,SONY COM JOGOS AGORA   Uncharted   God of War  The Last of Us Part   Elden Ring,2022-12-09T04:06:06.000Z,1.0,0,0,2,0,0.0
22109,1601065598020358144,YOOOOOO ELDEN RING WON GAME OF THE YEARRR LETS GOOOO  I was honestly rooting for god of war more but elden ring was my second fave game this year  deservvvedddddd    ,2022-12-09T04:05:59.000Z,1.0,0,0,2,0,0.059999999999999984
22133,1601065583239663617,God of war ragnarok came out days ago it really didnt have a chanceElden ring dropped February of this year Its been days it really wasnt a fair Competition but congrats to the elden ring fans,2022-12-09T04:05:56.000Z,1.0,0,0,3,0,0.3666666666666667
22176,1601065550997700609,It really felt like everyone wanted to make God Of War Ragnarok GOTY  but felt like winning all those categories AND GOTY might have caused some not great discourse lol And then it wins  and all anyone will remember is Bill Clinton  Boy  what a night ,2022-12-09T04:05:48.000Z,1.0,0,1,0,0,0.28
22205,1601065534195654657,I DONT CARE WHAT YALL SAY GOD OF WAR SHOULDVE WON THE,2022-12-09T04:05:44.000Z,1.0,0,0,0,0,0.0
22271,1601065497490903040,honestly im glad God of War Ragnarok won the best soundtrack cuz im still mad that they removed the elden ring soundtrack from spotify,2022-12-09T04:05:35.000Z,1.0,0,1,0,0,0.2916666666666667
22298,1601065485339983872,Congrats to FormSoftware on winning game of the year with Elden Ring at Whether you played it or watched others play it  you have to agree it s super deserved  even in a year where Horizon Forbidden West and God of War Ragnorak dropped ,2022-12-09T04:05:32.000Z,1.0,0,0,0,0,0.14444444444444443
22326,1601065469980512256,So  after watching   glad that XC3 got its time to shine against big competitors like Elden Ring and GoW  Hyped for Hades   the Bayo prequel and AC6 announcement  Congrats to Elden Ring  was about to call this this the God of War Awards if GoW won  cuz geez,2022-12-09T04:05:29.000Z,1.0,0,0,0,0,0.25
22361,1601065449781092352,Congrats to Elden Ring for winning Game Of The Year   I m a little disappointed I can t lie but it s what I expected  I m just glad God Of War took home awards ,2022-12-09T04:05:24.000Z,1.0,0,2,16,0,-0.07291666666666667
22398,1601065427710644224,Fucking glad it wasnt god of war,2022-12-09T04:05:18.000Z,1.0,0,0,0,0,0.5
22405,1601065422996271104,I have just received word from various insiders that this was a god of war dev who was so angry he tried to spoil mr miyazakis special moment    SAD ,2022-12-09T04:05:17.000Z,1.0,0,0,3,0,-0.1607142857142857
22476,1601065370319998977,I thought god of war ragnark was definitely going to with game of the year Unexpected   good job Elden Ring ,2022-12-09T04:05:05.000Z,1.0,0,0,0,0,0.09999999999999998
22477,1601065369766334464,Elden Ring is so good  but the game of the year should ve been God of War,2022-12-09T04:05:05.000Z,1.0,0,1,0,0,0.14999999999999997
22499,1601065356772409345,Well shit God Of War Ragnarok didn t win the Game Of The Year and I m honestly not surprised  this is why I didn t get my hopes up as I mentioned on one of my Kingdom Hearts videos  Eldin Ring won it instead  now time to take out the trash ,2022-12-09T04:05:02.000Z,1.0,0,0,5,0,0.03750000000000002
22595,1601065294516355073,AYE      ELDEN RING WON AS IT SHOULD God of War was amazing still though  Both should be on y all play lists ,2022-12-09T04:04:47.000Z,1.0,1,0,1,0,0.6000000000000001
22626,1601065276044636160,As a fan of God of War  Elden Ring was actually pretty good too  In fact  all the nom s for GOTY were good  So congrats to Elden Ring ,2022-12-09T04:04:42.000Z,1.0,0,0,0,0,0.5499999999999999
22667,1601065249935101953,God of war didnt get sadly but Im glad the it was Elden Ring that beat it,2022-12-09T04:04:36.000Z,1.0,0,0,0,0,0.0
22669,1601065249611780096,GOD OF WAR  RAGNAROK NOOOOO,2022-12-09T04:04:36.000Z,1.0,0,0,1,0,0.0
22759,1601065198726832129,God of war Ragnarok  Actual game of the year ,2022-12-09T04:04:24.000Z,1.0,0,0,0,0,-0.2
22787,1601065185917091841,Elden Ring and God of War straight up stole the night  not saying they didnt deserve it  Each of them received awards  Biggest shocker is that the almost year old final fantasy XIV received awards,2022-12-09T04:04:21.000Z,1.0,0,0,0,0,0.10000000000000002
22818,1601065170176200705,So the Game Awards was very mixed  We got some gems including Crash Team Rumble and a clip of the Mario movie  No surprise that God of War and Elden Ring came out on top this year like cmon  Poor Sonic Frontiers though,2022-12-09T04:04:17.000Z,1.0,0,1,1,0,-0.07500000000000001
22823,1601065167537639429,I gotta respect Elden Ring man They deserved it no matter what  I just enjoyed God Of War Much more  Both these games went crazy this year and I know damn well no other contenders were thinking about touching both of them in battle  Congrats,2022-12-09T04:04:16.000Z,1.0,0,0,0,0,0.1925
22851,1601065150664314880,I knew Xenoblade wasn t winning GOTY  but I was at least hoping it would at least win the RPG award Oh well Seeing God of War winning so many awards though is kind of impressive though  Must be a good game then ,2022-12-09T04:04:12.000Z,1.0,0,1,0,0,0.36
22854,1601065150400036864,God of War Ragnark had more of an impact on me than Elden did tbh but I did enjoy Elden  Im surprised Ragnark didnt win because they were sweeping the floor tonight with awards but GGs to Elden for GotY,2022-12-09T04:04:12.000Z,1.0,0,0,0,0,0.45
22868,1601065142732455936,Game Of The Year Well Deserved It Deserved To Win God Of War Ragnark Came Out To Late,2022-12-09T04:04:11.000Z,1.0,0,0,0,0,0.03333333333333335
22890,1601065133039489024,GOD OF WAR RAGNAROK WAS ROBBED ,2022-12-09T04:04:08.000Z,1.0,1,1,4,0,0.0
22951,1601065095559516160,Cannot believe God of War Ragnarok didnt win GOTY but God Of War did against Red Dead  Shits wack,2022-12-09T04:03:59.000Z,2.0,0,0,2,0,0.20000000000000004
22954,1601065093734797313,Very happy with results  God of War Ragnarok for narrative and Elden Ring for GOTY were the results I wanted  and I got them Insanely excited for Death Stranding and Final Fantasy  ,2022-12-09T04:03:59.000Z,1.0,3,7,133,0,0.4583333333333333
22977,1601065080539742208,God Of War is GOTY in MY HEART,2022-12-09T04:03:56.000Z,1.0,0,0,1,0,0.0
23021,1601065056078561281,Thank God mid ass God of War didn t win goty,2022-12-09T04:03:50.000Z,1.0,0,0,0,0,0.4
23027,1601065053846806528,GOD OF WAR IS MY GOTY     ,2022-12-09T04:03:49.000Z,1.0,0,0,0,0,0.0
23045,1601065040047935490,Resumo do   God of War  Elden Ring e Bill Clinton,2022-12-09T04:03:46.000Z,1.0,1,0,2,0,0.0
23046,1601065040031133696,Great show  Its disappointing we didnt get Spider Man news  Im happy MultiVersus and God of War  Ragnark won some awards  though ,2022-12-09T04:03:46.000Z,1.0,0,0,4,0,0.3333333333333333
23048,1601065038273335296,God of War Ragnarok wasn t even the best selling game of it s month  Pokemon trounced it  Elden Ring was the most streamed game when it came out  and ppl outside gaming was talking about it  Easy GOTY,2022-12-09T04:03:46.000Z,1.0,0,0,2,0,0.18888888888888888
23062,1601065028186439682,I don t care how  good  the new God of War game is  There is NO TIMELINE where its soundtrack deserved to win over Xenoblade  This was a waste of several hours  Xenoblade fans  AND Sonic fans  were indeed robbed tonight ,2022-12-09T04:03:43.000Z,1.0,1,2,9,0,0.17272727272727273
23129,1601064992933310464,god of war walking away without game of the year,2022-12-09T04:03:35.000Z,1.0,0,0,1,0,-0.4
23166,1601064975321432065,I love god of war even though I havent played the games yet but will soon on Xmas hopeful  but I dont care about awards and seeing this age well is so fucking hilarious  Congrats to Elden ring though   FNDND,2022-12-09T04:03:31.000Z,1.0,2,1,11,0,0.5
23195,1601064962138705991,Death Stranding Star Wars Jedi SurvivorJudasHades IICyberpunk DLCArmored Core VIDiablo God of War cleans houseElden Ring wins GotYDespite some odd moments and being an hour too long this was actually a really good   Very happy to see it ,2022-12-09T04:03:27.000Z,1.0,1,7,35,0,0.35666666666666663
23227,1601064946405498885,Bitch  I was about to say   God of War swept tonight just like RDR2 did back in  and lost GOTY   Theres no way it was getting it this time around  Weve seen this before ,2022-12-09T04:03:24.000Z,1.0,0,1,1,0,0.0
23242,1601064937379737600,He thanked BILL CLINTON FOR NO APPARENT REASON GotyGod of warelden ring,2022-12-09T04:03:22.000Z,1.0,0,0,1,0,-0.025
23301,1601064907554066438,Oh God of War Ragnark won Best Score and Music   Nice  Epic  Congrats,2022-12-09T04:03:14.000Z,1.0,0,0,0,0,0.5666666666666668
23342,1601064876453109768,It was a good night for God of War Ragnarok  but they didn t take home the Game of the Year award   ,2022-12-09T04:03:07.000Z,1.0,0,0,0,0,0.14999999999999997
23431,1601064830362083329,Calling it now  God Of War  Ragnarok for GOTY,2022-12-09T04:02:56.000Z,1.0,0,0,0,0,0.0
23442,1601064826419019777,To even be nominated for Game of the Year was huge  but it hurts to see Xenoblade lost best music to God of War of all games  The LEAST deserving game on that list  Anything else I would ve been fine with  but it goes to fucking God of War instead ,2022-12-09T04:02:55.000Z,2.0,1,1,2,0,0.0895833333333333
23451,1601064822392901632,Elden Ring won because they didnt want a hour acceptance speech from anyone from God of War,2022-12-09T04:02:54.000Z,1.0,0,0,1,0,0.0
23482,1601064802188947457,God of War Ragnarok didn t win Game of the year but let s respect Elden Ring for winning GOTY and other nominees ,2022-12-09T04:02:49.000Z,1.0,0,0,0,0,0.19375
23516,1601064782131445761,What a great year of gaming  FFXIV won both its awards  God of War took home so many  Grats to Elden Ring for GotY  Really glad to be a gamer ,2022-12-09T04:02:45.000Z,1.0,0,0,2,0,0.6
23518,1601064778562166785,  Elden Ring wins Game of the Year  God of War Ragnarok walks home with multiple awards ,2022-12-09T04:02:44.000Z,1.0,4,2,15,0,-0.03333333333333335
23526,1601064776578535424,That GOTY card said God of War Ragnarok lmao,2022-12-09T04:02:43.000Z,1.0,0,0,0,0,0.6
23530,1601064774812327936,Bravo Elden Ring   on toubliera dans mois tout comme Sekiro ou encore Its take two  Merci aux vrais Goty dexister   The last of us   God of War   Zelda   Breath of the wild  Overwatch  The Witcher   Wild Hunt  Dragon Age Inquisition,2022-12-09T04:02:43.000Z,1.0,0,0,0,0,0.06666666666666667
23564,1601064758131974144,God of War Ragnarok should have won  So rigged it is I guess ,2022-12-09T04:02:39.000Z,1.0,0,1,0,0,0.0
23577,1601064753593344000,I find it funny that God of War won the award for basically everything else besides Game if the year lol Congrats to all the winners though,2022-12-09T04:02:38.000Z,1.0,0,0,0,0,0.21666666666666667
23579,1601064752884482049,Overall the awards were pretty spot on  Other than Splatoon winning and God of War winning accessibility it was pretty spot on  I m glad they commented on the bots  cough sonic cough   that was spamming the votes  Was a fun time watching it ,2022-12-09T04:02:38.000Z,1.0,0,0,2,0,0.271875
23585,1601064751513358336,OK BUT WHO WAS THAT KID  LOL GotyGod of warelden ring,2022-12-09T04:02:37.000Z,1.0,0,0,2,0,0.65
23586,1601064751219761154,God of war Ragnarock shouldve won GOTY that game is an absolute master peice,2022-12-09T04:02:37.000Z,1.0,0,0,0,0,-0.1
23620,1601064737432735744,God of war robbed for GOTY ,2022-12-09T04:02:34.000Z,1.0,0,0,2,0,0.0
23621,1601064737143676928,While GOD OF WAR  RAGNAROK was on a rampage in almost winning all the categories it was nominated for  ELDEN RING won the GOTY   Both the games were really good and it doesn t matter who wins at the end of the day  what matters is if we liked the game or not ,2022-12-09T04:02:34.000Z,1.0,0,0,3,0,0.34
23665,1601064711235112960,FINAL SCORE God of War Ragnarok  awards totalElden Ring  awards totalGame of the Year  Elden Ringgg to both,2022-12-09T04:02:28.000Z,1.0,1,0,13,0,0.0
23701,1601064694307262465,While God of War was imo GotY  i am glad Elden Ring won  it s also deserved,2022-12-09T04:02:24.000Z,1.0,0,0,1,0,0.5
23714,1601064686208049153,Elden Ring yassss          God of War Ragnarok got me shaking for a second swooping up tons of awards  But no way you could overlook Elden Ring for this one  Well deserved game of the year award at the,2022-12-09T04:02:22.000Z,1.0,0,0,0,0,-0.2
23731,1601064678658297858,Chupa god of war v,2022-12-09T04:02:20.000Z,1.0,0,0,0,0,0.0
23801,1601064641735847936,God of War Ragnarok cleared up at and all awards they for were rightfully achieved  My personal game of the year,2022-12-09T04:02:11.000Z,1.0,0,0,0,0,-0.2
23811,1601064639424782338,God of War Ragnark my Game of the Year forever ,2022-12-09T04:02:11.000Z,1.0,0,0,0,0,-0.4
23868,1601064613684350976,God of War was robbed  lmao ,2022-12-09T04:02:04.000Z,1.0,0,1,1,0,0.6
23886,1601064607678099456,MFW Elden Ring beats God of War for game of the year ,2022-12-09T04:02:03.000Z,1.0,0,1,0,0,-0.4
23894,1601064605421568000,Congratulations to Elden Ring for winning game of the year  Definitely well deserved  Congratulations to god of war as well for racking up wins ,2022-12-09T04:02:02.000Z,1.0,0,0,0,0,0.09999999999999999
